source_entity_ref,metric_name,metric_value,timestamp,model_type,dimensions
mlflow://experiment-1/patient-readmission-risk,recall,0.9474,2026-05-25T21:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,f1_score,0.9363,2026-05-25T21:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,auc_roc,0.9383,2026-05-25T21:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,accuracy,0.9362,2026-05-27T11:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,precision,0.9403,2026-05-27T11:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,recall,0.9411,2026-05-27T11:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,f1_score,0.923,2026-05-27T11:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,auc_roc,0.9479,2026-05-27T11:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,accuracy,0.9482,2026-05-28T05:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,precision,0.9462,2026-05-28T05:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,recall,0.9505,2026-05-28T05:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,f1_score,0.9198,2026-05-28T05:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,auc_roc,0.924,2026-05-28T05:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,accuracy,0.9405,2026-05-29T05:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,precision,0.9247,2026-05-29T05:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,recall,0.9377,2026-05-29T05:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,f1_score,0.9302,2026-05-29T05:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,auc_roc,0.9354,2026-05-29T05:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,accuracy,0.9315,2026-05-30T04:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,precision,0.9328,2026-05-30T04:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,recall,0.9423,2026-05-30T04:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,f1_score,0.9419,2026-05-30T04:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,auc_roc,0.9408,2026-05-30T04:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,accuracy,0.9409,2026-05-31T05:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,precision,0.947,2026-05-31T05:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,recall,0.9527,2026-05-31T05:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,f1_score,0.9461,2026-05-31T05:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,auc_roc,0.9429,2026-05-31T05:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,accuracy,0.9615,2026-05-31T22:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,precision,0.9467,2026-05-31T22:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,recall,0.9432,2026-05-31T22:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,f1_score,0.9366,2026-05-31T22:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,auc_roc,0.9339,2026-05-31T22:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,accuracy,0.9366,2026-06-01T16:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,precision,0.9196,2026-06-01T16:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,recall,0.9334,2026-06-01T16:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,f1_score,0.9366,2026-06-01T16:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,auc_roc,0.9299,2026-06-01T16:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,accuracy,0.9417,2026-06-02T15:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,precision,0.9487,2026-06-02T15:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,recall,0.9461,2026-06-02T15:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,f1_score,0.9301,2026-06-02T15:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,auc_roc,0.9452,2026-06-02T15:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,accuracy,0.9537,2026-06-04T11:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,precision,0.9449,2026-06-04T11:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,recall,0.9379,2026-06-04T11:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,f1_score,0.9372,2026-06-04T11:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,auc_roc,0.9375,2026-06-04T11:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,accuracy,0.9222,2026-06-04T15:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,precision,0.9401,2026-06-04T15:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,recall,0.9465,2026-06-04T15:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,f1_score,0.9301,2026-06-04T15:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,auc_roc,0.9433,2026-06-04T15:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,accuracy,0.9202,2026-06-05T20:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,precision,0.9447,2026-06-05T20:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,recall,0.9562,2026-06-05T20:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,f1_score,0.9483,2026-06-05T20:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,auc_roc,0.9428,2026-06-05T20:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,accuracy,0.9364,2026-06-07T08:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,precision,0.959,2026-06-07T08:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,recall,0.9399,2026-06-07T08:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,auc_roc,0.9356,2026-06-07T08:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,f1_score,0.9624,2026-06-07T08:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,accuracy,0.9458,2026-06-07T19:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,precision,0.95,2026-06-07T19:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,recall,0.9423,2026-06-07T19:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,f1_score,0.9499,2026-06-07T19:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,auc_roc,0.9491,2026-06-07T19:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,accuracy,0.9435,2026-06-09T00:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,precision,0.9383,2026-06-09T00:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,recall,0.9574,2026-06-09T00:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,f1_score,0.9299,2026-06-09T00:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,auc_roc,0.9429,2026-06-09T00:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,accuracy,0.9527,2026-06-10T11:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,precision,0.9396,2026-06-10T11:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,recall,0.9389,2026-06-10T11:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,f1_score,0.9343,2026-06-10T11:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,auc_roc,0.9324,2026-06-10T11:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,accuracy,0.9652,2026-06-11T06:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,precision,0.9397,2026-06-11T06:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,recall,0.9365,2026-06-11T06:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,f1_score,0.9388,2026-06-11T06:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,auc_roc,0.943,2026-06-11T06:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,accuracy,0.9204,2026-06-12T03:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,precision,0.9396,2026-06-12T03:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,recall,0.954,2026-06-12T03:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,f1_score,0.9613,2026-06-12T03:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,auc_roc,0.9456,2026-06-12T03:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,accuracy,0.9431,2026-06-13T07:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,precision,0.9581,2026-06-13T07:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,recall,0.9482,2026-06-13T07:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,f1_score,0.9204,2026-06-13T07:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,auc_roc,0.9535,2026-06-13T07:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,accuracy,0.9403,2026-06-14T06:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,recall,0.9324,2026-06-14T06:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,precision,0.9534,2026-06-14T06:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,f1_score,0.9329,2026-06-14T06:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,auc_roc,0.9295,2026-06-14T06:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,accuracy,0.9339,2026-06-14T20:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,precision,0.9445,2026-06-14T20:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,recall,0.9552,2026-06-14T20:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,f1_score,0.9407,2026-06-14T20:00:00Z,classification,"{""cohort"": ""all""}"
mlflow://experiment-1/patient-readmission-risk,auc_roc,0.95,2026-06-14T20:00:00Z,classification,"{""cohort"": ""all""}"
