source_entity_ref,feature,missing_rate,outlier_rate,schema_valid,row_count,timestamp
mlflow://experiment-1/patient-readmission-risk,prior_admissions,0.0055,0.0052,true,24130,2026-06-19T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,comorbidity_index,0.0175,0.0083,true,27918,2026-06-19T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,discharge_code,0.0044,0.0052,true,5966,2026-06-19T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,diagnosis_icd10,0.0115,0.0052,true,32051,2026-06-19T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,med_count,0.0084,0.0088,true,11642,2026-06-19T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,lab_abnormal,0.0146,0.0065,true,21376,2026-06-19T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,insurance_type,0.0167,0.005,true,21814,2026-06-19T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,days_since_ed,0.0135,0.0057,true,48863,2026-06-19T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,social_risk,0.0121,0.0032,true,38874,2026-06-19T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,length_of_stay,0.003,0.0065,true,22974,2026-06-22T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,prior_admissions,0.0132,0.0072,true,33297,2026-06-22T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,comorbidity_index,0.0084,0.003,true,14887,2026-06-22T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,discharge_code,0.018,0.0064,true,19324,2026-06-22T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,diagnosis_icd10,0.0116,0.0054,true,23599,2026-06-22T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,med_count,0.0087,0.0067,true,12882,2026-06-22T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,lab_abnormal,0.0201,0.0061,true,8058,2026-06-22T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,insurance_type,0.0127,0.005,true,27112,2026-06-22T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,days_since_ed,0.005,0.0062,true,42532,2026-06-22T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,social_risk,0.009,0.005,true,22723,2026-06-22T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,length_of_stay,0.0118,0.005,true,44088,2026-06-25T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,prior_admissions,0.0126,0.0043,true,35456,2026-06-25T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,comorbidity_index,0.0148,0.0061,true,48809,2026-06-25T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,discharge_code,0.01,0.0014,true,16995,2026-06-25T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,diagnosis_icd10,0.0117,0.0041,true,20980,2026-06-25T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,med_count,0.0078,0.0037,true,6607,2026-06-25T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,lab_abnormal,0,0.0029,true,24539,2026-06-25T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,insurance_type,0.0063,0.0069,true,37522,2026-06-25T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,days_since_ed,0.0096,0.0062,true,37806,2026-06-25T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,social_risk,0.0112,0.0041,true,29471,2026-06-25T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,length_of_stay,0.0095,0.0026,true,13828,2026-06-28T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,prior_admissions,0.016,0.0048,true,5095,2026-06-28T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,comorbidity_index,0.0165,0.0067,true,5860,2026-06-28T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,discharge_code,0.0058,0.0051,true,39261,2026-06-28T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,diagnosis_icd10,0.0049,0.0067,true,9507,2026-06-28T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,med_count,0.0089,0.0108,true,9292,2026-06-28T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,lab_abnormal,0.021,0.0039,true,48939,2026-06-28T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,insurance_type,0.0058,0.0049,true,8180,2026-06-28T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,days_since_ed,0.0095,0.0047,true,30551,2026-06-28T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,social_risk,0.0074,0.0003,true,43940,2026-06-28T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,length_of_stay,0.0121,0.0027,true,42445,2026-07-01T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,prior_admissions,0.0111,0.0052,true,43926,2026-07-01T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,comorbidity_index,0.0077,0.0081,true,20427,2026-07-01T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,discharge_code,0.0089,0.0036,true,40509,2026-07-01T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,diagnosis_icd10,0.014,0.0041,true,10464,2026-07-01T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,med_count,0.0135,0.004,true,24123,2026-07-01T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,lab_abnormal,0.0101,0.002,true,14999,2026-07-01T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,insurance_type,0.009,0.0059,true,30322,2026-07-01T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,days_since_ed,0.0132,0.0054,true,11598,2026-07-01T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,social_risk,0.0191,0.0039,true,5127,2026-07-01T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,length_of_stay,0.0155,0.0039,true,46372,2026-07-04T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,prior_admissions,0.0083,0.0057,true,44262,2026-07-04T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,comorbidity_index,0.0128,0.0057,true,38581,2026-07-04T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,discharge_code,0.0124,0.0053,true,27762,2026-07-04T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,diagnosis_icd10,0.0108,0.0063,true,12229,2026-07-04T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,med_count,0.0143,0.0078,true,34143,2026-07-04T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,lab_abnormal,0.0123,0.0051,true,23659,2026-07-04T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,insurance_type,0.0134,0.0052,true,27387,2026-07-04T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,days_since_ed,0.0078,0.0005,true,45349,2026-07-04T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,social_risk,0.0058,0.0077,true,36167,2026-07-04T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,length_of_stay,0.0096,0.0061,true,11759,2026-07-07T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,prior_admissions,0.0075,0.0051,true,39089,2026-07-07T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,comorbidity_index,0.0035,0.007,true,29228,2026-07-07T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,discharge_code,0.0137,0.0035,true,20846,2026-07-07T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,diagnosis_icd10,0.0051,0.0054,true,6338,2026-07-07T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,med_count,0.006,0.008,true,46138,2026-07-07T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,lab_abnormal,0.0053,0.0037,true,38795,2026-07-07T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,insurance_type,0.0111,0.0065,true,49878,2026-07-07T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,days_since_ed,0.0063,0.0024,true,26609,2026-07-07T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,social_risk,0.0079,0.0043,true,48620,2026-07-07T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,length_of_stay,0.0021,0.007,true,45660,2026-07-10T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,prior_admissions,0.0155,0.0081,true,36170,2026-07-10T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,comorbidity_index,0.008,0.0022,true,7279,2026-07-10T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,discharge_code,0.012,0.0081,true,20357,2026-07-10T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,diagnosis_icd10,0.0033,0.0028,true,44048,2026-07-10T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,med_count,0.0132,0.0075,true,25543,2026-07-10T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,lab_abnormal,0.0121,0.0079,true,40701,2026-07-10T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,insurance_type,0.0057,0.0054,true,32071,2026-07-10T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,days_since_ed,0.0121,0.0042,true,42460,2026-07-10T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,social_risk,0.0106,0.0047,true,10048,2026-07-10T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,length_of_stay,0.0172,0.0065,true,45346,2026-07-13T14:00:00Z
mlflow://experiment-1/patient-readmission-risk,prior_admissions,0.007,0.0074,true,34137,2026-07-13T14:00:00Z
